Age,Gender,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass,StudyTimePerAbsence,TotalExtracurricular,Ethnicity_1,Ethnicity_2,Ethnicity_3,ParentalEducation_1,ParentalEducation_2,ParentalEducation_3,ParentalEducation_4,StudyTimeCategory_Moderate,StudyTimeCategory_High,StudyTimeCategory_Very High
0.4729190115431414,1,1.7616746557008602,-0.8908223715622926,1,2,0,0,1,0,2.0,0.5488829931920151,-0.04823107988534664,False,False,False,False,True,False,False,False,False,True
1.362944405415047,0,0.9981871750850655,-1.7176935833500317,0,1,0,0,0,0,1.0,6.455915475103511,-1.2254631521889088,False,False,False,True,False,False,False,False,False,True
-1.30713177620067,0,-0.9847046186780772,1.3535423461472853,0,2,0,0,0,0,4.0,-0.5049120125829406,-1.2254631521889088,False,True,False,False,False,True,False,False,False,False
0.4729190115431414,1,0.04554966782852104,-0.06395115977455339,0,3,1,0,0,0,3.0,-0.2709610232311243,-0.04823107988534664,False,False,False,False,False,True,False,False,True,False
0.4729190115431414,1,-0.9029102755541885,0.2904222167059063,1,3,0,0,0,0,4.0,-0.4576162908383683,-1.2254631521889088,False,False,False,False,True,False,False,False,False,False
1.362944405415047,0,-0.27984084964156963,-1.7176935833500317,0,1,1,0,0,0,1.0,3.1620937661311275,-0.04823107988534664,False,False,False,True,False,False,False,True,False,False
-1.30713177620067,0,1.0323488006513577,-0.536448995081833,0,3,0,1,0,0,2.0,0.07119577273898332,-0.04823107988534664,True,False,False,True,False,False,False,False,False,True
-1.30713177620067,1,1.0009743418351174,0.8810445108400057,1,1,1,0,0,0,4.0,-0.27002929179173335,-0.04823107988534664,True,False,False,False,False,False,True,False,False,True
0.4729190115431414,0,-0.9224746208524414,-1.599569124523212,0,2,0,1,0,1,2.0,0.46488662683959764,1.1290009924182154,False,False,False,False,False,False,False,False,False,False
-0.41710638232876435,1,1.535728246665436,-1.7176935833500317,0,3,1,0,0,0,0.0,7.841303288813166,-0.04823107988534664,False,False,False,True,False,False,False,False,False,True
0.4729190115431414,0,0.3682705066676485,-0.41832453625501304,0,1,0,0,0,0,3.0,-0.12536960925389304,-1.2254631521889088,False,False,False,True,False,False,False,False,True,False
0.4729190115431414,0,-0.38479756568233575,0.0541732990522665,0,2,0,0,0,1,4.0,-0.35935102487914283,-0.04823107988534664,False,False,False,True,False,False,False,True,False,False
0.4729190115431414,0,0.04729952419795059,0.7629200520131858,0,3,1,0,0,0,4.0,-0.36783952109815404,-0.04823107988534664,True,False,False,True,False,False,False,False,True,False
0.4729190115431414,0,0.4125495275710117,0.7629200520131858,0,4,0,1,0,0,4.0,-0.3250510017743467,-0.04823107988534664,True,False,False,False,True,False,False,False,True,False
1.362944405415047,1,0.25254418423301206,-0.6545734539086528,1,2,0,0,0,0,3.0,-0.06505320140484,-1.2254631521889088,False,False,False,True,False,False,False,False,True,False
-1.30713177620067,0,-0.007701151677576546,0.2904222167059063,1,0,0,1,0,0,4.0,-0.3294388178858641,-0.04823107988534664,False,False,False,False,True,False,False,True,False,False
1.362944405415047,0,0.05791404578250361,-0.06395115977455339,0,2,1,1,0,0,3.0,-0.26883660155779526,1.1290009924182154,False,False,True,True,False,False,False,False,True,False
1.362944405415047,1,-1.1055268319163802,0.17229775787908638,1,2,0,0,0,0,4.0,-0.4813652935606879,-1.2254631521889088,False,False,False,False,False,False,False,False,False,False
